transaction_id,customer_id,customer_name,customer_email,transaction_timestamp,product_code,product_name,amount,payment_method,shipping_address,order_status,customer_feedback
TXN-20240828-000416,CUST-US-0415,Mrs. John Anderson,JOHN.ANDERSON@EXAMPLE.COM,08/28/2024 10:42 AM,HOME-BEDDING-8741,LED Floor Lamp,$840.01,Apple Pay,"2851 Park Ave, Leeds, UK, B1 1AA",Processing,
TXN-20251119-000417,CUST-UK-0278,Dr. David Johnson,david.johnson@mail.com,19/11/2025 22:40,CLOTH-SHIRT-6627,Cotton T-Shirt,,PayPal,"6494 Elm Street, New York, AZ 64916",Delivered on 2025-11-29,
TXN-20250717-000418,CUST-EU-0085,MS. RICHARD GARCIA,richard.garcia@email.com,17/07/2025 19:06,BOOK-NONFICTION-6752,Digital Marketing eBook,$50.83,CREDIT CARD,"1767 Oak Road, Chicago, CA 19464",Processing,Good value for money
TXN-20251015-000419,CUST-US-0013,  Mary Brown  ,mary.brown@mail.com,2025-10-15T12:24:23Z,HOME-BEDDING-1173,LED Floor Lamp,£659.93,Credit Card (Visa),"8051 Oak Road, Birmingham, UK, B1 1AA",Delivered on 21/10/2025,Perfect! 5/5 stars
TXN-20250705-000420,CUST-CA-0301,William Davis,william.davis@example.com,05/07/2025 14:21,ELEC-LAPTOP-2540,Sony Camera A7,$965.10,Google Pay,"3549 Main St, London, UK, M1 1AA",Delivered on 2025-07-15,Disappointed 😢
TXN-20241008-000421,CUST-CA-0474,John Jones,JOHN.JONES@EMAIL.COM,2024-10-08T19:53:04Z,SPORT-TEAM-7991,Yoga Mat Premium,$255.97,credit_card,"6173 Elm Street, Los Angeles, IL 33943",Cancelled,Excellent quality 👍
TXN-20240413-000422,CUST-CA-0485,,LISA.DAVIS@EMAIL.COM,2024-04-13T17:27:04Z,BOOK-FICTION-5569,Digital Marketing eBook,$33.65,PayPal,"2254 High Street, New York, AZ 31233",Shipped (est. arrival: April 19),Good value for money
TXN-20250117-000423,CUST-US-0245,  MRS. WILLIAM WILLIAMS  ,WILLIAM.WILLIAMS@SHOP.COM,17/01/2025 16:00,BOOK-FICTION-7092,The Great Gatsby [Paperback],£33.93,credit_card,,Cancelled - 18/01/2025,
TXN-20250201-000424,CUST-US-0440,,ROBERT.ANDERSON@EXAMPLE.COM,2025-02-01T14:48:27Z,BOOK-TEXTBOOK-4692,Python Programming,€38.84,DEBIT CARD - Mastercard,"6403 Elm Street, Los Angeles, TX 39454",Cancelled,Average product
TXN-20250905-000425,CUST-US-0255,John Miller,john.miller@example.com,"September 5, 2025 at 5:58PM",BOOK-TEXTBOOK-5972,Business Magazine,€52.29,CREDIT CARD,"9916 Elm Street, Manchester, UK, LS1 1AA",Processing,
TXN-20250516-000426,CUST-CA-0273,Dr. Mary Jones,mary.jones@shop.com,05/16/2025 11:12 PM,CLOTH-JACKET-4133,Summer Dress (M),$209.31,PayPal,"2282 Park Ave, Manchester, UK, B1 1AA",Processing,Disappointed 😢
TXN-20250818-000427,CUST-ASIA-0061,MR. SARAH MARTINEZ,sarah.martinez@mail.com,2025-08-18T13:16:38Z,HOME-LIGHTING-8521,LED Floor Lamp,€212.91,Credit Card (Visa),"1091 Elm Street, Houston, TX 43398",Processing,Perfect! 5/5 stars
TXN-20240722-000428,CUST-UK-0219,  mrs. lisa miller  ,invalid-email,"July 22, 2024 at 12:50PM",HOME-FURNITURE-9986,LED Floor Lamp,"$1,039.48",Credit Card (Visa),"162 Oak Road, Chicago, IL 91836",Shipped (est. arrival: July 26),Arrived damaged 😠
TXN-20250807-000429,CUST-CA-0476,Sarah Williams,sarah.williams@mail.com,08/07/2025 09:15 AM,CLOTH-SHIRT-5419,Leather Jacket [L],£87.77,PayPal,"4579 Elm Street, Chicago, TX 41296",Cancelled - 08/08/2025,
TXN-20240324-000430,CUST-UK-0077,richard miller,richard.miller@mail.com,03/24/2024 04:24 PM,HOME-KITCHEN-1339,Queen Bedding Set,$332.04,Apple Pay,"2759 High Street, Manchester, UK, B1 1AA",Processing,Average product
TXN-20260102-000431,CUST-UK-0119,lisa smith,lisa.smith@example.com,2026-01-02T19:58:27Z,BOOK-FICTION-9043,Digital Marketing eBook,,Debit Card - Visa,"7841 Elm Street, Phoenix, AZ 38722",Shipped (est. arrival: January 05),
TXN-20240219-000432,CUST-EU-0047,PATRICIA RODRIGUEZ,,2024-02-19T14:10:33Z,BOOK-TEXTBOOK-4047,Data Science Handbook,£88.46,credit_card,"4723 Oak Road, Manchester, UK, M1 1AA",Delivered on 24/02/2024,
TXN-20240413-000433,CUST-US-0274,mr. james wilson,james.wilson@shop.com,04/13/2024 04:57 PM,CLOTH-DRESS-9409,Nike Running Shoes - Size 10,€66.76,DEBIT CARD - Mastercard,"9403 Oak Road, Manchester, UK, LS1 1AA",Shipped (est. arrival: April 16),
TXN-20251017-000434,CUSTEU0194,,lisa.rodriguez@mail.com,17/10/2025 16:26,SPORT-TEAM-7638,Basketball Official,$262.37,DEBIT CARD - Mastercard,"4890 Park Ave, Houston, TX 64055",Processing,
TXN-20250513-000435,CUST-EU-0009,William Wilson,william.wilson@shop.com,05/13/2025 09:16 PM,CLOTH-PANTS-1268,Levis Jeans 32x34,$219.61,Apple Pay,"842 Park Ave, New York, IL 29075",Delivered on 2025-05-20,Perfect! 5/5 stars
TXN-20240320-000436,CUST-CA-0182,,JOHN.ANDERSON@EMAIL.COM,20/03/2024 03:13,ELEC-LAPTOP-5417,iPhone 15 Pro Max (256GB),€97.07,DEBIT CARD - Mastercard,"5351 Main St, Phoenix, AZ 16673",Cancelled - 21/03/2024,Good value for money
TXN-20260116-000437,CUST-US-0260,Mrs. Robert Anderson,robert.anderson@email.com,01/16/2026 02:02 PM,CLOTH-SHIRT-7289,Summer Dress (M),$287.00,credit_card,"6995 Park Ave, Manchester, UK, SW1A 1AA",Delivered on 20/01/2026,Disappointed 😢
TXN-20240308-000438,CUST-EU-0469,Lisa Johnson,lisa.johnson@email.com,2024-03-08T18:20:33Z,HOME-LIGHTING-9977,Kitchen Mixer,£1032.48,PayPal,"3707 Oak Road, Leeds, UK, B1 1AA",Processing,
TXN-20250525-000439,CUST-CA-0027,,,05/25/2025 01:47 PM,CLOTH-SHIRT-9883,Cotton T-Shirt,$112.74,Credit Card (Mastercard),"5144 Main St, Leeds, UK, LS1 1AA",Cancelled - 25/05/2025,Not worth the price
TXN-20250114-000440,CUST-UK-0121,,lisa.miller@test.com,14/01/2025 08:05,SPORT-TEAM-7174,Yoga Mat Premium,96.27,credit_card,"842 Park Ave, New York, CA 33274",Processing,Not worth the price
TXN-20251113-000441,CUST-ASIA-0458,John Martinez,john.martinez@shop.com,2025-11-13T12:53:33Z,BOOK-FICTION-5379,Business Magazine,$65.15,Debit Card - Visa,"2579 Elm Street, London, UK, LS1 1AA",Shipped (est. arrival: November 18),
TXN-20241212-000442,CUST-UK-0415,Dr. James Jones,james.jones@shop.com,2024-12-12T09:09:02Z,HOME-DECOR-4943,Queen Bedding Set,$893.89,credit_card,"2447 Park Ave, Birmingham, UK, B1 1AA",Shipped (est. arrival: December 18),Excellent quality 👍
TXN-20251021-000443,CUST-CA-0374,Ms. Patricia Brown,PATRICIA.BROWN@EMAIL.COM,21/10/2025 15:25,HOME-BEDDING-4056,Queen Bedding Set,$505.66,Apple Pay,"5158 Elm Street, Manchester, UK, SW1A 1AA",Shipped (est. arrival: October 26),Disappointed 😢
TXN-20241208-000444,CUST-UK-0310,Joseph Brown,joseph.brown@email.com,08/12/2024 10:09,ELEC-PHONE-8910,Bose Headphones,£1722.66,CREDIT CARD,"9675 Elm Street, Manchester, UK, LS1 1AA",Delivered on 17/12/2024,
TXN-20250705-000445,CUSTASIA0146,Jennifer Hernandez,jennifer.hernandez@test.com,2025-07-05T12:41:54Z,SPORT-OUTDOOR-8360,Basketball Official,£134.00,CREDIT CARD,"3756 Main St, Los Angeles, TX 68884",Cancelled,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20250702-000446,CUSTUK0280,Dr. Linda Lopez,linda.lopez@test.com,02/07/2025 17:21,HOME-FURNITURE-4847,Queen Bedding Set,€324.38,Google Pay,"339 Park Ave, Los Angeles, IL 43841",Cancelled,Poor quality 😞
TXN-20250105-000447,CUST-CA-0159,William Johnson,WILLIAM.JOHNSON@EXAMPLE.COM,"January 5, 2025 at 1:32PM",HOME-DECOR-2857,Queen Bedding Set,£815.85,Debit Card - Visa,"1365 Oak Road, Chicago, CA 22062",Shipped (est. arrival: January 12),Great product! 5 stars ⭐⭐⭐⭐⭐
TXN-20250927-000448,CUST-US-0045,Emma Williams,emma.williams@example.com,27/09/2025 11:12,BOOK-FICTION-9395,Digital Marketing eBook,$79.61,Google Pay,"9134 Oak Road, Birmingham, UK, B1 1AA",Shipped (est. arrival: September 30),
TXN20240711000449,CUST-US-0182,,joseph.garcia@mail.com,"July 11, 2024 at 9:31AM",SPORT-WINTER-2908,Ski Jacket Waterproof,$369.80,DEBIT CARD - Mastercard,"4032 Main St, Chicago, NY 65789",Delivered on 17/07/2024,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20250123-000450,CUST-ASIA-0144,MR. MARY RODRIGUEZ,MARY.RODRIGUEZ@EMAIL.COM,23/01/2025 21:59,HOME-KITCHEN-4027,Modern Sofa Set,"$1,281.81",Debit Card - Visa,"5469 High Street, Los Angeles, AZ 26217",Delivered on 2025-01-28,Good value for money
TXN-20250708-000451,CUST-CA-0041,  Dr. Linda Lopez  ,LINDA.LOPEZ@MAIL.COM,2025-07-08T19:08:04Z,BOOK-FICTION-6460,Python Programming,$95.02,Google Pay,,Shipped (est. arrival: July 11),Poor quality 😞
TXN-20251026-000452,CUST-US-0416,PATRICIA LOPEZ,patricia.lopez@test.com,2025-10-26T16:03:27Z,SPORT-TEAM-4072,Diving Gear Set,$341.77,credit_card,"6628 Oak Road, Liverpool, UK, B1 1AA",Processing,Excellent quality 👍
TXN-20251224-000453,CUST-US-0255,David Martinez,david.martinez@test.com,24/12/2025 19:46,CLOTH-SHIRT-4782,Levis Jeans 32x34,$57.23,Credit Card (Visa),,Processing,Poor quality 😞
TXN-20240530-000454,CUST-US-0403,Mrs. Emma Miller,EMMA.MILLER@SHOP.COM,01/01/2020 12:00 AM,BOOK-TEXTBOOK-4080,Data Science Handbook,€10.28,Credit Card (Visa),"7517 High Street, Leeds, UK, SW1A 1AA",Processing,
TXN-20241013-000455,CUST-CA-0391,Dr. Lisa Garcia,lisa.garcia@email.com,"October 13, 2024 at 3:08PM",HOME-DECOR-8870,Wall Art Decoration,€978.47,CREDIT CARD,"2371 Main St, Phoenix, IL 58605",Processing,Good value for money
TXN20241113000456,CUST-US-0291,,michael.jones@test.com,"November 13, 2024 at 9:01AM",CLOTH-SHOES-9656,Nike Running Shoes - Size 10,235.51,PayPal,"3070 Park Ave, Houston, IL 50152",Shipped (est. arrival: November 19),Arrived damaged 😠
TXN-20250801-000457,CUST-UK-0050,MR. SARAH BROWN,sarah.brown@mail.com,01/08/2025 02:04,BOOK-NONFICTION-8058,Business Magazine,€22.33,Apple Pay,"8766 Main St, London, UK, L1 1AA",Cancelled - 03/08/2025,Average product
TXN-20250114-000458,CUST-US-0132,,DAVID.JOHNSON@EXAMPLE.COM,2025-01-14T16:40:48Z,ELEC-PHONE-5101,Bose Headphones,,Credit Card (Visa),"8021 High Street, Leeds, UK, B1 1AA",Delivered on 17/01/2025,Arrived damaged 😠
TXN-20241011-000459,CUST-ASIA-0479,  JAMES LOPEZ  ,james@,2024-10-11T19:46:11Z,CLOTH-PANTS-3571,Levis Jeans 32x34,78.54,Google Pay,,Processing,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20251204-000460,CUST-EU-0427,  MR. JOHN WILLIAMS  ,john.williams@mail.com,"December 4, 2025 at 8:14AM",CLOTH-SHIRT-3518,Leather Jacket [L],£94.52,CREDIT CARD,"9695 Elm Street, Birmingham, UK, LS1 1AA",Shipped (est. arrival: December 11),Arrived damaged 😠
TXN-20240808-000461,CUST-EU-0218,Dr. Richard Davis,RICHARD.DAVIS@EXAMPLE.COM,"August 8, 2024 at 8:44AM",SPORT-WATER-2491,Ski Jacket Waterproof,£134.13,Google Pay,"6466 Elm Street, Manchester, UK, SW1A 1AA",Shipped (est. arrival: August 15),Poor quality 😞
TXN-20240903-000462,CUST-CA-0261,Mary Brown,mary.brown@email.com,03/09/2024 09:50,ELEC-CAMERA-9036,Samsung Galaxy S24,224.30,CREDIT CARD,"1314 Park Ave, Leeds, UK, M1 1AA",Processing,
TXN-20240131-000463,CUST-US-0006,  PATRICIA SMITH  ,patricia.smith@test.com,31/01/2024 18:03,BOOK-FICTION-8192,Business Magazine,$97.18,DEBIT CARD - Mastercard,"6211 Elm Street, Birmingham, UK, B1 1AA",Processing,Good value for money
TXN-20240531-000464,CUST-CA-0296,LISA RODRIGUEZ,lisa.rodriguez@email.com,2024-05-31T16:29:01Z,HOME-BEDDING-8682,Modern Sofa Set,$101.81,DEBIT CARD - Mastercard,"1454 High Street, Chicago, AZ 77618",Cancelled,Poor quality 😞
TXN-20241002-000465,CUST-US-0190,  Mrs. Linda Williams  ,LINDA.WILLIAMS@MAIL.COM,02/10/2024 13:01,BOOK-MAGAZINE-8537,Business Magazine,67.26,Debit Card - Visa,,Delivered on 12/10/2024,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20251002-000466,CUST-EU-0330,Lisa Davis,lisa.davis@test.com,10/02/2025 07:39 PM,CLOTH-PANTS-2073,Levis Jeans 32x34,£67.84,Debit Card - Visa,"6679 High Street, Los Angeles, TX 12714",Processing,Good value for money
TXN-20250317-000467,CUST-ASIA-0159,MRS. LINDA SMITH,linda.smith@mail.com,17/03/2025 14:14,HOME-KITCHEN-1693,Wall Art Decoration,$529.70,Credit Card (Visa),,Delivered on 22/03/2025,Good value for money
TXN-20251215-000468,CUST-ASIA-0142,Robert Davis,ROBERT.DAVIS@EXAMPLE.COM,15/12/2025 10:33,CLOTH-PANTS-4423,Summer Dress (M),$267.37,credit_card,"1675 Oak Road, Houston, AZ 88624",Delivered on 2025-12-25,Average product
TXN-20250830-000469,CUST-EU-0253,WILLIAM GARCIA,william.garcia@example.com,"August 30, 2025 at 11:06PM",SPORT-WINTER-9137,Basketball Official,£432.73,Credit Card (Visa),"175 High Street, London, UK, SW1A 1AA",Delivered on 06/09/2025,
TXN-20240510-000470,CUST-US-0269,,david.garcia@test.com,2024-05-10T13:50:22Z,BOOK-FICTION-4501,Digital Marketing eBook,$15.22,CREDIT CARD,"9422 High Street, Chicago, CA 80677",Cancelled - 12/05/2024,Arrived damaged 😠
TXN-20240522-000471,CUST-EU-0209,  Patricia Williams  ,patricia.williams@mail.com,05/22/2024 07:54 PM,ELEC-PHONE-5180,iPhone 15 Pro Max (256GB),1063.38,DEBIT CARD - Mastercard,"349 Park Ave, Manchester, UK, LS1 1AA",Cancelled - 23/05/2024,Great product! 5 stars ⭐⭐⭐⭐⭐
TXN-20250615-000472,CUST-UK-0066,,john.smith@email.com,"June 15, 2025 at 7:04PM",ELEC-PHONE-7328,Samsung Galaxy S24,$465.06,DEBIT CARD - Mastercard,"5830 High Street, Phoenix, AZ 66333",Cancelled - 17/06/2025,
TXN-20250310-000473,CUST-EU-0330,DR. JAMES ANDERSON,james.anderson@example.com,"March 10, 2025 at 1:15PM",ELEC-AUDIO-8330,Samsung Galaxy S24,"£1,829.81",Credit Card (Visa),"3473 Main St, Phoenix, NY 59060",Delivered on 2025-03-17,Arrived damaged 😠
TXN-20240218-000474,CUST-US-0298,Michael Martinez,MICHAEL.MARTINEZ@EMAIL.COM,"February 18, 2024 at 5:24PM",SPORT-WINTER-7893,Ski Jacket Waterproof,£165.80,Google Pay,"1469 Park Ave, Manchester, UK, L1 1AA",Processing,
TXN-20240911-000475,CUST-US-0290,Dr. Richard Rodriguez,,09/11/2024 02:35 PM,CLOTH-DRESS-3314,Leather Jacket [L],£215.91,Credit Card (Mastercard),"7491 Main St, Leeds, UK, M1 1AA",Shipped (est. arrival: September 16),Average product
TXN-20250616-000476,CUST-CA-0167,,william.brown@email.com,16/06/2025 18:21,BOOK-FICTION-3334,Business Magazine,$86.41,CREDIT CARD,"2403 Oak Road, New York, AZ 44870",Cancelled - 17/06/2025,
TXN20240809000477,CUST-UK-0247,Linda Hernandez,,"August 9, 2024 at 4:15PM",HOME-DECOR-5375,Queen Bedding Set,,Credit Card (Visa),"2691 Elm Street, New York, NY 39325",Cancelled - 11/08/2024,Excellent quality 👍
TXN-20240226-000478,CUST-UK-0391,Mary Johnson,invalid-email,26/02/2024 18:05,BOOK-MAGAZINE-1917,Business Magazine,$16.58,credit_card,"8550 High Street, Houston, TX 86344",Delivered on 2024-03-04,Great product! 5 stars ⭐⭐⭐⭐⭐
TXN-20250522-000479,CUST-ASIA-0307,Ms. John Lopez,john.lopez@mail.com,"May 22, 2025 at 7:52PM",HOME-FURNITURE-2508,Queen Bedding Set,$1386.94,Credit Card (Mastercard),"4318 Main St, Phoenix, IL 78679",Shipped (est. arrival: May 26),Average product
TXN-20240401-000480,CUST-ASIA-0489,  Joseph Williams  ,joseph.williams@test.com,2024-04-01T17:00:24Z,CLOTH-PANTS-2665,Nike Running Shoes - Size 10,$230.09,DEBIT CARD - Mastercard,"2169 Oak Road, Phoenix, IL 81580",Delivered on 2024-04-06,
TXN-20251114-000481,CUST-US-0304,MR. ROBERT ANDERSON,robert.anderson@email.com,2025-11-14T23:15:28Z,ELEC-CAMERA-5512,"MacBook Pro 14""",$537.75,credit_card,"7590 Oak Road, Liverpool, UK, M1 1AA",Shipped (est. arrival: November 17),
TXN-20240614-000482,CUST-UK-0450,  JENNIFER RODRIGUEZ  ,jennifer.rodriguez@test.com,06/14/2024 08:43 PM,SPORT-WINTER-6572,Diving Gear Set,$384.99,Credit Card (Mastercard),"8443 Main St, Chicago, TX 99329",Processing,Disappointed 😢
TXN20260126000483,CUST-CA-0403,Mrs. William Miller,william.miller@example.com,"January 26, 2026 at 9:00PM",CLOTH-SHOES-9491,Levis Jeans 32x34,$125.31,credit_card,"3669 Park Ave, Manchester, UK, SW1A 1AA",Cancelled,Not worth the price
TXN-20250706-000484,CUST-ASIA-0352,  Robert Lopez  ,robert.lopez@test.com,07/06/2025 05:49 PM,BOOK-MAGAZINE-1646,Business Magazine,,Credit Card (Visa),"2595 Elm Street, Chicago, NY 14952",Shipped (est. arrival: July 13),Arrived damaged 😠
TXN-20260103-000485,CUST-EU-0150,jennifer garcia,jennifer.garcia@test.com,03/01/2026 22:15,ELEC-CAMERA-2501,"MacBook Pro 14""",€922.78,credit_card,"430 Oak Road, Birmingham, UK, LS1 1AA",Delivered on 06/01/2026,Disappointed 😢
TXN-20250521-000486,CUST-UK-0253,,,2027-12-31T23:59:59Z,BOOK-FICTION-9718,Python Programming,,Credit Card (Visa),"5905 Oak Road, Leeds, UK, L1 1AA",Processing,Arrived damaged 😠
TXN-20240209-000487,CUST-EU-0064,  mr. james williams  ,james.williams@test.com,09/02/2024 12:40,CLOTH-PANTS-6783,Cotton T-Shirt,£57.27,Apple Pay,"3641 High Street, Liverpool, UK, L1 1AA",Delivered on 2024-02-16,Not worth the price
TXN-20240710-000488,CUST-UK-0173,emma miller,EMMA.MILLER@SHOP.COM,10/07/2024 11:32,SPORT-WINTER-7062,Yoga Mat Premium,$210.83,CREDIT CARD,"4307 Elm Street, Birmingham, UK, SW1A 1AA",Processing,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20240924-000489,CUST-ASIA-0100,mary hernandez,MARY.HERNANDEZ@MAIL.COM,09/24/2024 08:05 PM,HOME-LIGHTING-4866,Kitchen Mixer,$609.96,DEBIT CARD - Mastercard,"5371 Elm Street, Los Angeles, IL 38389",Shipped (est. arrival: September 30),Good value for money
TXN-20240409-000490,CUST-UK-0219,dr. john smith,john.smith@example.com,"April 9, 2024 at 3:39PM",ELEC-PHONE-6797,Samsung Galaxy S24,£287.93,credit_card,"7832 Elm Street, Los Angeles, CA 57315",Processing,Poor quality 😞
TXN-20241204-000491,CUST-UK-0398,Mrs. Emma Anderson,EMMA.ANDERSON@EMAIL.COM,04/12/2024 16:21,HOME-LIGHTING-6526,Kitchen Mixer,,Debit Card - Visa,"2913 Park Ave, Liverpool, UK, SW1A 1AA",Delivered on 12/12/2024,
TXN-20240107-000492,CUST-ASIA-0411,SARAH MARTINEZ,sarah.martinez@example.com,2024-01-07T13:02:33Z,ELEC-LAPTOP-1091,"MacBook Pro 14""",£1284.36,Debit Card - Visa,"4969 Oak Road, Phoenix, AZ 78132",Cancelled,Poor quality 😞
TXN-20250526-000493,CUST-EU-0354,ms. joseph hernandez,joseph.hernandez@example.com,2025-05-26T22:04:33Z,CLOTH-DRESS-5717,Levis Jeans 32x34,£247.80,credit_card,"3120 High Street, Manchester, UK, L1 1AA",Shipped (est. arrival: May 29),Arrived damaged 😠
TXN-20240404-000494,CUST-US-0379,  MRS. JAMES BROWN  ,JAMES.BROWN@TEST.COM,2024-04-04T19:42:29Z,CLOTH-SHOES-7619,Cotton T-Shirt,$70.59,DEBIT CARD - Mastercard,"9209 Oak Road, Manchester, UK, LS1 1AA",Shipped (est. arrival: April 11),Not worth the price
TXN-20240525-000495,CUST-UK-0398,William Rodriguez,william.rodriguez@shop.com,"May 25, 2024 at 7:12PM",BOOK-NONFICTION-2037,Digital Marketing eBook,£75.55,Credit Card (Visa),"5339 Elm Street, Phoenix, AZ 30341",Shipped (est. arrival: May 31),Excellent quality 👍
TXN-20260120-000496,CUST-CA-0168,  MICHAEL BROWN  ,MICHAEL.BROWN@EMAIL.COM,01/20/2026 04:19 PM,SPORT-WINTER-4329,Basketball Official,€257.32,PayPal,"2648 Park Ave, Manchester, UK, SW1A 1AA",Processing,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20250814-000497,CUST-UK-0397,,PATRICIA.JOHNSON@TEST.COM,"August 14, 2025 at 6:15AM",CLOTH-SHOES-2144,Levis Jeans 32x34,£151.18,PayPal,"8034 Park Ave, Manchester, UK, L1 1AA",Shipped (est. arrival: August 18),
TXN-20251122-000498,CUST-US-0204,ROBERT SMITH,robert.smith@test.com,22/11/2025 21:28,BOOK-MAGAZINE-9248,Business Magazine,$72.40,PayPal,"8766 Main St, New York, CA 17979",Processing,Average product
TXN-20250201-000499,CUST-CA-0438,mr. lisa johnson,lisa.johnson@test.com,2025-02-01T19:42:01Z,ELEC-LAPTOP-3743,Bose Headphones,,PayPal,"929 High Street, London, UK, L1 1AA",Cancelled - 02/02/2025,Disappointed 😢
TXN-20240405-000500,CUST-EU-0059,  WILLIAM WILLIAMS  ,william.williams@mail.com,2024-04-05T19:43:05Z,CLOTH-SHIRT-2886,Cotton T-Shirt,,Credit Card (Mastercard),"523 High Street, Phoenix, TX 54949",Shipped (est. arrival: April 12),Average product
TXN-20240207-000501,CUST-UK-0099,Sarah Rodriguez,SARAH.RODRIGUEZ@EMAIL.COM,07/02/2024 12:50,HOME-DECOR-2645,Modern Sofa Set,,DEBIT CARD - Mastercard,"2206 Main St, Houston, CA 47580",Shipped (est. arrival: February 12),
TXN-20260108-000502,CUST-US-0405,patricia hernandez,patricia.hernandez@test.com,2026-01-08T11:29:07Z,SPORT-WATER-1279,Yoga Mat Premium,$115.61,Apple Pay,,Processing,Poor quality 😞
TXN-20240127-000503,CUST-UK-0028,MS. JENNIFER WILLIAMS,jennifer.williams@example.com,2024-01-27T21:01:26Z,BOOK-FICTION-8065,Digital Marketing eBook,$21.38,Credit Card (Mastercard),"5610 Park Ave, New York, CA 30787",Delivered on 2024-02-01,
TXN-20250106-000504,CUST-UK-0208,Ms. Richard Hernandez,richard.hernandez@example.com,01/06/2025 08:15 PM,HOME-KITCHEN-5670,Queen Bedding Set,186.44,Credit Card (Visa),"9093 Main St, Phoenix, NY 25533",Shipped (est. arrival: January 09),Perfect! 5/5 stars
TXN-20250721-000505,CUST-UK-0231,  mary davis  ,mary.davis@example.com,"July 21, 2025 at 4:46AM",BOOK-FICTION-3426,Business Magazine,€73.39,Apple Pay,"7422 Park Ave, Houston, CA 17062",Delivered on 23/07/2025,Good value for money
TXN-20241009-000506,CUST-EU-0206,sarah smith,sarah.smith@test.com,2024-10-09T04:07:35Z,BOOK-MAGAZINE-5157,Digital Marketing eBook,$27.91,Google Pay,"4166 Oak Road, Leeds, UK, M1 1AA",Delivered on 16/10/2024,Poor quality 😞
TXN20251217000507,CUST-ASIA-0030,  Dr. David Johnson  ,,17/12/2025 21:02,SPORT-WATER-8657,Yoga Mat Premium,$149.78,Credit Card (Mastercard),"9223 Park Ave, Liverpool, UK, SW1A 1AA",Processing,Excellent quality 👍
TXN-20241120-000508,CUST-CA-0313,Dr. Richard Martinez,richard.martinez@mail.com,2024-11-20T15:28:43Z,BOOK-NONFICTION-2066,Data Science Handbook,£47.31,Apple Pay,"6259 High Street, Manchester, UK, LS1 1AA",Processing,Disappointed 😢
TXN-20250506-000509,CUST-EU-0128,MRS. RICHARD GARCIA,,06/05/2025 15:00,SPORT-WINTER-2866,Ski Jacket Waterproof,$457.76,credit_card,,Shipped (est. arrival: May 09),
TXN-20240226-000510,CUST-US-0339,DR. WILLIAM HERNANDEZ,william.hernandez@test.com,02/26/2024 04:49 PM,CLOTH-DRESS-9404,Cotton T-Shirt,$61.05,Credit Card (Visa),"8807 Elm Street, Birmingham, UK, L1 1AA",Delivered on 29/02/2024,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20241107-000511,CUST-UK-0062,Joseph Garcia,joseph.garcia@mail.com,11/07/2024 06:30 AM,ELEC-PHONE-5251,Bose Headphones,$232.71,Credit Card (Mastercard),"4908 Main St, London, UK, M1 1AA",Cancelled,Poor quality 😞
TXN-20250906-000512,CUST-EU-0259,  ms. richard miller  ,RICHARD.MILLER@EMAIL.COM,"September 6, 2025 at 1:02PM",ELEC-AUDIO-7938,iPhone 15 Pro Max (256GB),$1302.54,CREDIT CARD,"9146 Oak Road, Chicago, NY 59464",Cancelled - 06/09/2025,
TXN-20250911-000513,CUST-ASIA-0360,David Miller,david.miller@email.com,2025-09-11T17:06:24Z,ELEC-CAMERA-1190,Samsung Galaxy S24,$1963.39,Apple Pay,"4510 High Street, London, UK, L1 1AA",Shipped (est. arrival: September 16),Good value for money
TXN-20251214-000514,CUST-ASIA-0071,,ROBERT.WILSON@EXAMPLE.COM,"December 14, 2025 at 6:38PM",ELEC-AUDIO-5067,"MacBook Pro 14""",$1997.23,PayPal,"7785 Main St, Birmingham, UK, M1 1AA",Shipped (est. arrival: December 17),Not worth the price
TXN-20250723-000515,CUST-ASIA-0206,,PATRICIA.SMITH@MAIL.COM,07/23/2025 09:44 PM,ELEC-CAMERA-6208,iPhone 15 Pro Max (256GB),1586.01,Google Pay,"1071 High Street, Birmingham, UK, L1 1AA",Delivered on 02/08/2025,Great product! 5 stars ⭐⭐⭐⭐⭐
TXN-20250214-000516,CUST-EU-0283,  Dr. Mary Davis  ,mary.davis@shop.com,14/02/2025 14:42,BOOK-EBOOK-5342,Business Magazine,£92.36,Google Pay,"5106 Oak Road, Liverpool, UK, B1 1AA",Delivered on 2025-02-21,Not worth the price
TXN-20251106-000517,CUST-CA-0070,ms. john anderson,JOHN.ANDERSON@EXAMPLE.COM,"November 6, 2025 at 8:34PM",ELEC-CAMERA-2013,Samsung Galaxy S24,$1624.63,credit_card,"1639 Park Ave, Birmingham, UK, B1 1AA",Delivered on 2025-11-14,
TXN-20250831-000518,CUST-EU-0414,JENNIFER JONES,,"August 31, 2025 at 3:03PM",SPORT-WINTER-8125,Diving Gear Set,$149.51,DEBIT CARD - Mastercard,"6941 Oak Road, Leeds, UK, B1 1AA",Delivered on 09/09/2025,Not worth the price
